age,sex,education,province,citizenship_status,agegroup
38.4,Male,"University certificate, diploma or degree above the bach...",Alberta,By birth,35 to 50
59.3,Female,High school diploma or a high school equivalency certificate,Saskatchewan,By birth,50 to 65
37.8,Male,"College, CEGEP or other non-university certificate or di...",Newfoundland and Labrador,By birth,35 to 50
60.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Newfoundland and Labrador,By birth,50 to 65
54.3,Female,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,50 to 65
65.9,Male,Less than high school diploma or its equivalent,Newfoundland and Labrador,By birth,65 to 80
46.2,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,35 to 50
53,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,50 to 65
71.5,Female,Less than high school diploma or its equivalent,British Columbia,By birth,65 to 80
49.4,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,35 to 50
57.9,Male,Less than high school diploma or its equivalent,New Brunswick,By birth,50 to 65
57.7,Female,"College, CEGEP or other non-university certificate or di...",Newfoundland and Labrador,By birth,50 to 65
80,Female,High school diploma or a high school equivalency certificate,Manitoba,By birth,65 to 80
62.5,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,50 to 65
26.4,Female,"University certificate, diploma or degree above the bach...",Quebec,By birth,21 to 35
80,Female,High school diploma or a high school equivalency certificate,Ontario,By naturalization,65 to 80
36.6,Male,University certificate or diploma below the bachelor's level,Manitoba,By birth,35 to 50
36.1,Male,High school diploma or a high school equivalency certificate,Saskatchewan,By birth,35 to 50
55.5,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,50 to 65
76.2,Male,High school diploma or a high school equivalency certificate,Prince Edward Island,By birth,65 to 80
74,Male,"University certificate, diploma or degree above the bach...",Quebec,By birth,65 to 80
77.3,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
55.6,Male,Trade certificate or diploma,Ontario,By birth,50 to 65
40.8,Male,High school diploma or a high school equivalency certificate,New Brunswick,By birth,35 to 50
19.9,Male,High school diploma or a high school equivalency certificate,Saskatchewan,By birth,20 or less
59.9,Female,"College, CEGEP or other non-university certificate or di...",Newfoundland and Labrador,By birth,50 to 65
51.3,Female,High school diploma or a high school equivalency certificate,British Columbia,By birth,50 to 65
62.1,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By birth,50 to 65
80,Female,High school diploma or a high school equivalency certificate,New Brunswick,By naturalization,65 to 80
28.3,Male,Less than high school diploma or its equivalent,Ontario,By birth,21 to 35
68.4,Male,High school diploma or a high school equivalency certificate,New Brunswick,By birth,65 to 80
30.4,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,21 to 35
80,Male,Less than high school diploma or its equivalent,British Columbia,By birth,65 to 80
69.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,65 to 80
57.3,Female,"College, CEGEP or other non-university certificate or di...",Nova Scotia,By birth,50 to 65
36.6,Female,"University certificate, diploma or degree above the bach...",Quebec,By naturalization,35 to 50
35.7,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,35 to 50
63.1,Male,Less than high school diploma or its equivalent,Nova Scotia,By birth,50 to 65
80,Male,High school diploma or a high school equivalency certificate,Saskatchewan,By naturalization,65 to 80
39.7,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,35 to 50
40.9,Male,Trade certificate or diploma,Quebec,By birth,35 to 50
71,Female,University certificate or diploma below the bachelor's level,British Columbia,By birth,65 to 80
51.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,50 to 65
48.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Manitoba,By birth,35 to 50
54.5,Male,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,50 to 65
80,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Manitoba,By birth,65 to 80
69.5,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,65 to 80
69.9,Female,High school diploma or a high school equivalency certificate,British Columbia,By naturalization,65 to 80
73.2,Female,"College, CEGEP or other non-university certificate or di...",Alberta,By naturalization,65 to 80
34.2,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Saskatchewan,By naturalization,21 to 35
35.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,35 to 50
60.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,50 to 65
75.3,Male,Less than high school diploma or its equivalent,Saskatchewan,By birth,65 to 80
43.2,Male,High school diploma or a high school equivalency certificate,British Columbia,By birth,35 to 50
34.8,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,21 to 35
72.5,Male,Trade certificate or diploma,Nova Scotia,By naturalization,65 to 80
30.1,Male,"College, CEGEP or other non-university certificate or di...",Newfoundland and Labrador,By birth,21 to 35
72.3,Male,"University certificate, diploma or degree above the bach...",British Columbia,By naturalization,65 to 80
51.2,Female,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,50 to 65
42.1,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Nova Scotia,By birth,35 to 50
34.7,Female,Less than high school diploma or its equivalent,Alberta,By birth,21 to 35
58.3,Male,Less than high school diploma or its equivalent,Saskatchewan,By birth,50 to 65
68.5,Female,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
71.1,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,65 to 80
71.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Saskatchewan,By birth,65 to 80
69.1,Female,"College, CEGEP or other non-university certificate or di...",British Columbia,By naturalization,65 to 80
40.1,Female,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,35 to 50
75.5,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By naturalization,65 to 80
40.1,Male,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,35 to 50
79.3,Female,Less than high school diploma or its equivalent,Newfoundland and Labrador,By birth,65 to 80
75.3,Male,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
34.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Saskatchewan,By birth,21 to 35
73.8,Female,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
35.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,35 to 50
27.2,Male,Trade certificate or diploma,Alberta,By birth,21 to 35
26.4,Male,High school diploma or a high school equivalency certificate,Manitoba,By birth,21 to 35
42.8,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,35 to 50
62.7,Male,Trade certificate or diploma,Quebec,By birth,50 to 65
38.8,Female,"College, CEGEP or other non-university certificate or di...",Saskatchewan,By birth,35 to 50
49.8,Female,High school diploma or a high school equivalency certificate,Manitoba,By birth,35 to 50
26.4,Male,Trade certificate or diploma,British Columbia,By birth,21 to 35
34.3,Male,High school diploma or a high school equivalency certificate,British Columbia,By birth,21 to 35
32.1,Male,High school diploma or a high school equivalency certificate,Saskatchewan,By birth,21 to 35
47.8,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,35 to 50
80,Female,"College, CEGEP or other non-university certificate or di...",Saskatchewan,By birth,65 to 80
75.7,Male,Trade certificate or diploma,Ontario,By birth,65 to 80
65.3,Female,"University certificate, diploma or degree above the bach...",Ontario,By birth,65 to 80
54.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,50 to 65
68.9,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Saskatchewan,By birth,65 to 80
52.5,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By naturalization,50 to 65
60.2,Female,"College, CEGEP or other non-university certificate or di...",British Columbia,By naturalization,50 to 65
55.3,Female,Trade certificate or diploma,Ontario,By birth,50 to 65
72.8,Male,High school diploma or a high school equivalency certificate,Quebec,By birth,65 to 80
66.4,Male,"University certificate, diploma or degree above the bach...",Prince Edward Island,By birth,65 to 80
35.2,Female,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,35 to 50
30.2,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By birth,21 to 35
40.7,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By naturalization,35 to 50
80,Female,Less than high school diploma or its equivalent,British Columbia,By naturalization,65 to 80
75.4,Female,"University certificate, diploma or degree above the bach...",British Columbia,By naturalization,65 to 80
35.9,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Manitoba,By birth,35 to 50
53.1,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,50 to 65
46.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",New Brunswick,By birth,35 to 50
37.3,Male,Trade certificate or diploma,Quebec,By birth,35 to 50
72,Female,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
58,Male,Less than high school diploma or its equivalent,Newfoundland and Labrador,By birth,50 to 65
56.1,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By birth,50 to 65
59.2,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
52.1,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
66.7,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By naturalization,65 to 80
70.9,Female,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
44.5,Female,"University certificate, diploma or degree above the bach...",Ontario,By naturalization,35 to 50
77.3,Female,"University certificate, diploma or degree above the bach...",British Columbia,By birth,65 to 80
78.6,Male,Less than high school diploma or its equivalent,Ontario,By naturalization,65 to 80
59.5,Male,High school diploma or a high school equivalency certificate,New Brunswick,By birth,50 to 65
23.8,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,21 to 35
51.7,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Alberta,By birth,50 to 65
28.2,Male,Less than high school diploma or its equivalent,Quebec,By birth,21 to 35
37.3,Male,Trade certificate or diploma,British Columbia,By birth,35 to 50
58.5,Female,University certificate or diploma below the bachelor's level,Ontario,By naturalization,50 to 65
34.4,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By naturalization,21 to 35
70.9,Male,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,65 to 80
29.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Newfoundland and Labrador,By birth,21 to 35
31.3,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,21 to 35
36,Male,"University certificate, diploma or degree above the bach...",Quebec,By birth,35 to 50
65,Male,Less than high school diploma or its equivalent,British Columbia,By birth,50 to 65
46.6,Male,High school diploma or a high school equivalency certificate,British Columbia,By naturalization,35 to 50
32.8,Female,High school diploma or a high school equivalency certificate,Saskatchewan,By birth,21 to 35
32.8,Female,"University certificate, diploma or degree above the bach...",New Brunswick,By birth,21 to 35
75.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Alberta,By naturalization,65 to 80
46.4,Female,"University certificate, diploma or degree above the bach...",Ontario,By birth,35 to 50
34.2,Female,Trade certificate or diploma,Quebec,By birth,21 to 35
58.3,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,50 to 65
41.1,Male,"College, CEGEP or other non-university certificate or di...",Newfoundland and Labrador,By birth,35 to 50
62.6,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
31.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Alberta,By naturalization,21 to 35
54.7,Female,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,50 to 65
78.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Manitoba,By naturalization,65 to 80
75.8,Female,Less than high school diploma or its equivalent,Newfoundland and Labrador,By birth,65 to 80
71.4,Male,Trade certificate or diploma,British Columbia,By birth,65 to 80
72.8,Female,Less than high school diploma or its equivalent,Nova Scotia,By birth,65 to 80
57.2,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,50 to 65
55.3,Male,Less than high school diploma or its equivalent,Ontario,By naturalization,50 to 65
52.1,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,50 to 65
72.9,Male,Less than high school diploma or its equivalent,Saskatchewan,By birth,65 to 80
49.1,Male,Trade certificate or diploma,Ontario,By birth,35 to 50
59.4,Male,Less than high school diploma or its equivalent,Quebec,By birth,50 to 65
32.4,Male,Trade certificate or diploma,Nova Scotia,By birth,21 to 35
