sex,province,cps19_votechoice,age,agegroup,education
Female,Ontario,Conservative Party,54,50 to 65,High school diploma or a high school equivalency certificate
Male,Manitoba,Conservative Party,69,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Manitoba,Conservative Party,45,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Conservative Party,20,20 or less,"College, CEGEP or other non-university certificate or di..."
Female,British Columbia,Liberal Party,59,50 to 65,High school diploma or a high school equivalency certificate
Female,Alberta,Conservative Party,43,35 to 50,Trade certificate or diploma
Male,Alberta,Conservative Party,57,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Alberta,Conservative Party,70,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,79,65 to 80,Less than high school diploma or its equivalent
Female,Alberta,Conservative Party,57,50 to 65,University certificate or diploma below the bachelor's level
Female,British Columbia,Liberal Party,49,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,British Columbia,Liberal Party,61,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,29,21 to 35,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,56,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Manitoba,Liberal Party,30,21 to 35,Less than high school diploma or its equivalent
Female,Alberta,Conservative Party,35,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Alberta,Conservative Party,68,65 to 80,"College, CEGEP or other non-university certificate or di..."
Male,Saskatchewan,Liberal Party,52,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Quebec,Liberal Party,36,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,39,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,48,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Alberta,Conservative Party,67,65 to 80,"College, CEGEP or other non-university certificate or di..."
Male,British Columbia,Conservative Party,79,65 to 80,Trade certificate or diploma
Male,Ontario,Liberal Party,65,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,British Columbia,Liberal Party,32,21 to 35,Trade certificate or diploma
Male,Alberta,Conservative Party,71,65 to 80,"College, CEGEP or other non-university certificate or di..."
Male,Quebec,Liberal Party,79,65 to 80,Less than high school diploma or its equivalent
Female,Ontario,Liberal Party,36,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,British Columbia,Conservative Party,47,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,Quebec,Liberal Party,59,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,British Columbia,Liberal Party,51,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Alberta,Liberal Party,62,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Conservative Party,57,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Alberta,Conservative Party,57,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Quebec,Conservative Party,59,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Saskatchewan,Liberal Party,65,50 to 65,Trade certificate or diploma
Female,Quebec,Liberal Party,43,35 to 50,University certificate or diploma below the bachelor's level
Female,Ontario,Liberal Party,58,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Alberta,Liberal Party,34,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Manitoba,Liberal Party,60,50 to 65,High school diploma or a high school equivalency certificate
Male,British Columbia,Liberal Party,40,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Quebec,Conservative Party,71,65 to 80,"University certificate, diploma or degree above the bach..."
Male,British Columbia,Conservative Party,46,35 to 50,Trade certificate or diploma
Female,Saskatchewan,Conservative Party,43,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,64,50 to 65,Less than high school diploma or its equivalent
Female,Ontario,Conservative Party,27,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Conservative Party,49,35 to 50,Less than high school diploma or its equivalent
Female,Quebec,Liberal Party,48,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,British Columbia,Liberal Party,27,21 to 35,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,41,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,British Columbia,Conservative Party,68,65 to 80,High school diploma or a high school equivalency certificate
Female,Quebec,Conservative Party,64,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,62,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,37,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Alberta,Conservative Party,37,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Saskatchewan,Conservative Party,22,21 to 35,"College, CEGEP or other non-university certificate or di..."
Female,Alberta,Liberal Party,38,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Quebec,Liberal Party,48,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Alberta,Conservative Party,41,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,British Columbia,Liberal Party,44,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Quebec,Liberal Party,40,35 to 50,Trade certificate or diploma
Male,Ontario,Conservative Party,53,50 to 65,University certificate or diploma below the bachelor's level
Female,Alberta,Conservative Party,62,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Saskatchewan,Liberal Party,19,20 or less,University certificate or diploma below the bachelor's level
Male,Manitoba,Conservative Party,59,50 to 65,University certificate or diploma below the bachelor's level
Male,Alberta,Liberal Party,60,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,62,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Alberta,Conservative Party,25,21 to 35,"College, CEGEP or other non-university certificate or di..."
Female,Alberta,Liberal Party,42,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,23,21 to 35,University certificate or diploma below the bachelor's level
Female,Quebec,Liberal Party,71,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,48,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Liberal Party,23,21 to 35,"University certificate, diploma or degree above the bach..."
Female,Ontario,Conservative Party,69,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Quebec,Liberal Party,41,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Nova Scotia,Liberal Party,50,35 to 50,University certificate or diploma below the bachelor's level
Male,Manitoba,Conservative Party,31,21 to 35,"College, CEGEP or other non-university certificate or di..."
Male,Alberta,Conservative Party,63,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Saskatchewan,Conservative Party,34,21 to 35,"College, CEGEP or other non-university certificate or di..."
Female,Alberta,Conservative Party,60,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Saskatchewan,Conservative Party,58,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,32,21 to 35,University certificate or diploma below the bachelor's level
Female,Quebec,Liberal Party,63,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,53,50 to 65,High school diploma or a high school equivalency certificate
Female,Ontario,Conservative Party,59,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,70,65 to 80,University certificate or diploma below the bachelor's level
Male,British Columbia,Liberal Party,61,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,British Columbia,Liberal Party,49,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,British Columbia,Conservative Party,28,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,British Columbia,Conservative Party,72,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Quebec,Liberal Party,24,21 to 35,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,31,21 to 35,"College, CEGEP or other non-university certificate or di..."
Female,Quebec,Liberal Party,51,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Quebec,Liberal Party,36,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,39,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Quebec,Conservative Party,39,35 to 50,University certificate or diploma below the bachelor's level
Female,Quebec,Liberal Party,52,50 to 65,"University certificate, diploma or degree above the bach..."
Female,Ontario,Liberal Party,65,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,20,20 or less,University certificate or diploma below the bachelor's level
Male,Quebec,Conservative Party,76,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Quebec,Liberal Party,78,65 to 80,Trade certificate or diploma
Male,Quebec,Liberal Party,51,50 to 65,High school diploma or a high school equivalency certificate
Male,Ontario,Conservative Party,73,65 to 80,University certificate or diploma below the bachelor's level
Female,Ontario,Liberal Party,62,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,19,20 or less,University certificate or diploma below the bachelor's level
Female,Quebec,Conservative Party,68,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,20,20 or less,University certificate or diploma below the bachelor's level
Female,Quebec,Conservative Party,62,50 to 65,High school diploma or a high school equivalency certificate
Male,Manitoba,Conservative Party,62,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,British Columbia,Liberal Party,36,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,68,65 to 80,Less than high school diploma or its equivalent
Male,Ontario,Conservative Party,65,50 to 65,University certificate or diploma below the bachelor's level
Male,Manitoba,Liberal Party,59,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Liberal Party,80,65 to 80,Less than high school diploma or its equivalent
Male,British Columbia,Liberal Party,58,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Manitoba,Conservative Party,50,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Conservative Party,67,65 to 80,High school diploma or a high school equivalency certificate
Female,Ontario,Liberal Party,51,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Quebec,Conservative Party,25,21 to 35,University certificate or diploma below the bachelor's level
Female,British Columbia,Conservative Party,54,50 to 65,High school diploma or a high school equivalency certificate
Female,Quebec,Liberal Party,31,21 to 35,"College, CEGEP or other non-university certificate or di..."
Female,Alberta,Conservative Party,46,35 to 50,Less than high school diploma or its equivalent
Female,Ontario,Conservative Party,70,65 to 80,High school diploma or a high school equivalency certificate
Female,Ontario,Liberal Party,66,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,46,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,22,21 to 35,University certificate or diploma below the bachelor's level
Male,Alberta,Conservative Party,36,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,49,35 to 50,Trade certificate or diploma
Female,Ontario,Liberal Party,30,21 to 35,"College, CEGEP or other non-university certificate or di..."
Female,Nova Scotia,Liberal Party,31,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Nova Scotia,Liberal Party,68,65 to 80,High school diploma or a high school equivalency certificate
Male,British Columbia,Liberal Party,50,35 to 50,"University certificate, diploma or degree above the bach..."
Female,Ontario,Conservative Party,39,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,British Columbia,Liberal Party,65,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,British Columbia,Liberal Party,74,65 to 80,University certificate or diploma below the bachelor's level
Female,Ontario,Liberal Party,28,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Quebec,Liberal Party,49,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,30,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,59,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Quebec,Liberal Party,49,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,Quebec,Conservative Party,44,35 to 50,High school diploma or a high school equivalency certificate
Female,Manitoba,Liberal Party,59,50 to 65,University certificate or diploma below the bachelor's level
Female,Ontario,Conservative Party,45,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Alberta,Conservative Party,66,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,British Columbia,Conservative Party,57,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Liberal Party,36,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,29,21 to 35,"University certificate, diploma or degree above the bach..."
